status_decode,mono_est,mono_rst,mono_ast,mono_dpi,mono_dvi,mono_gvi,mono_dus,mono_duf,mono_rlr,mono_pir,mono_rsr,mono_lre
HC,1.5572738867776459,311.8366251367454,1.7455376021953941,198.337021646757,303.1525898615701,46.5535210729348,25.03000000000079,-0.044744288417396444,-19.88735624953028,4.98,16.353980289833064,132.8861534320676
PD,1.5552092016887586,272.3550472247144,2.5022467956451497,264.96842237073434,337.2345215357262,44.575267473542134,28.974999999999934,0.11201911819257422,-20.748969146796515,4.283333333333333,17.871476190307035,165.75442015521918
RBD,1.5544365832458522,274.36087102157893,0.8454145995143674,238.2465174599404,330.10932499558805,43.93541663194244,30.159999999998664,0.09699604798497104,-19.74949928411528,4.04,18.285414965308938,145.1854667298172
